GEOID,med_incomeE,total_hhsE,no_veh_hhE,one_veh_hhE,two_veh_hhE,three_veh_hhE,fourmore_veh_hhE,no_worker_hhE,one_worker_hhE,two_worker_hhE,threemore_worker_hhE,hh_1personE,hh_2personE,hh_3personE,hh_4person_plusE,inc_lt_10kE,inc_btw_10k_15kE,inc_btw_15k_20kE,inc_btw_20k_25kE,inc_btw_25k_30kE,inc_btw_30k_35kE,inc_btw_35k_40kE,inc_btw_40k_45kE,inc_btw_45k_50kE,inc_btw_50k_60kE,inc_btw_60k_75kE,inc_btw_75k_100kE,inc_btw_100k_125kE,inc_btw_125k_150kE,inc_btw_150k_200kE,inc_gt_200kE,total_jobs,basic_jobs,retail_jobs,service_jobs,WFH_jobs,total_emp,basic_emp,retail_emp,service_emp,WFH_emp,geometry
06087120500,59789,2435,57,467,1046,519,346,575,959,758,143,629,1065,391,350,70,79,52,59,31,57,14,60,34,110,185,238,266,166,136,878,489,117,4,368,143,2723,850,215,1658,696,"list(list(c(-122.216684, -122.173458, -122.155088, -122.152774, -122.152852, -122.152974, -122.152391, -122.151663, -122.151457, -122.152156, -122.152633, -122.152278, -122.151571, -122.151119, -122.14875, -122.14949, -122.14938, -122.15057, -122.148119, -122.14609, -122.14415, -122.14082, -122.13808, -122.13555, -122.13446, -122.13088, -122.128233, -122.12393, -122.121638, -122.120096, -122.11643, -122.11295, -122.11038, -122.10557, -122.10436, -122.10423, -122.09926, -122.093369, -122.092667, -122.08981, 
-122.08435, -122.08058, -122.078986, -122.076616, -122.07315, -122.071714, -122.07001, -122.067948, -122.067478, -122.065933, -122.064912, -122.062775, -122.060109, -122.058404, -122.055087, -122.054789, -122.047548, -122.04482, -122.04416, -122.044121, -122.040782, -122.035178, -122.03075, -122.03199, -122.031495, -122.03263, -122.031935, -122.029398, -122.028933, -122.02653, -122.027637, -122.025783, -122.025668, -122.027675, -122.025585, -122.026107, -122.02277, -122.021435, -122.017123, -122.015946, 
-122.014019, -122.013769, -122.011587, -122.010995, -122.009041, -122.006703, -122.005838, -122.004573, -122.002386, -122.001317, -122.000047, -121.997934, -121.99422, -121.99168, -121.99109, -121.98916, -121.987152, -121.98503, -121.985032, -121.985295, -121.984271, -121.984007, -121.983109, -121.980124, -121.975345, -121.973691, -121.973007, -121.97581, -121.976017, -121.975187, -121.975823, -121.974715, -121.976206, -121.977178, -121.976837, -121.974882, -121.977016, -121.977599, -121.976607, 
-121.981312, -121.985341, -121.98662, -121.988417, -121.98963, -121.990214, -121.995664, -121.9981, -122.000202, -122.001933, -121.99938, -121.999015, -121.995161, -121.991639, -121.992034, -121.990863, -121.991112, -121.989851, -121.991925, -121.992733, -121.992021, -121.993435, -121.993971, -121.995671, -121.996371, -121.994971, -121.995671, -121.998005, -121.998217, -121.996761, -121.996959, -121.999103, -121.998786, -121.999368, -122.002907, -122.003733, -122.006168, -122.008816, -122.013241, 
-122.018837, -122.021553, -122.021531, -122.021443, -122.021466, -122.021579, -122.021607, -122.020772, -122.020406, -122.020744, -122.019627, -122.019859, -122.018633, -122.019371, -122.018222, -122.017475, -122.017625, -122.024178, -122.028109, -122.027002, -122.031044, -122.031464, -122.032654, -122.032173, -122.036516, -122.039772, -122.043172, -122.044872, -122.044872, -122.047072, -122.048859, -122.052988, -122.053966, -122.058275, -122.060417, -122.061452, -122.061482, -122.056491, -122.056897, 
-122.056643, -122.05748, -122.057281, -122.055393, -122.055139, -122.054432, -122.056209, -122.058161, -122.063649, -122.066237, -122.066381, -122.06504, -122.062922, -122.060531, -122.062747, -122.063301, -122.065033, -122.064986, -122.068302, -122.073615, -122.076004, -122.074673, -122.076916, -122.079143, -122.08175, -122.082665, -122.08174, -122.0815, -122.082563, -122.082171, -122.08665, -122.088086, -122.087653, -122.090176, -122.091518, -122.093382, -122.095425, -122.100222, -122.101477, -122.102615, 
-122.10428, -122.104526, -122.104088, -122.105869, -122.109942, -122.112415, -122.114269, -122.115147, -122.117031, -122.117843, -122.121721, -122.12396, -122.124882, -122.12783, -122.127991, -122.130738, -122.131854, -122.132255, -122.134633, -122.136992, -122.136269, -122.134972, -122.133394, -122.132368, -122.132395, -122.130572, -122.134098, -122.134641, -122.136341, -122.135775, -122.138012, -122.139758, -122.139049, -122.140934, -122.142163, -122.143137, -122.147997, -122.145713, -122.146436, 
-122.147145, -122.145648, -122.151721, -122.152985, -122.155831, -122.157011, -122.157839, -122.157206, -122.159191, -122.160906, -122.161889, -122.161843, -122.162906, -122.162198, -122.163514, -122.163144, -122.164888, -122.166386, -122.16885, -122.172462, -122.172633, -122.174395, -122.176842, -122.179158, -122.180475, -122.183494, -122.188339, -122.190902, -122.189761, -122.191218, -122.191847, -122.193525, -122.194339, -122.197744, -122.201344, -122.201942, -122.200561, -122.200813, -122.203643, 
-122.206081, -122.208405, -122.209827, -122.211279, -122.213834, -122.216684, 37.215207, 37.215165, 37.215444, 37.215444, 37.216068, 37.222444, 37.224697, 37.227879, 37.230023, 37.239769, 37.244035, 37.286055, 37.285346, 37.283523, 37.28121, 37.27884, 37.27747, 37.2762, 37.275211, 37.27226, 37.27021, 37.26921, 37.26699, 37.26541, 37.2631, 37.26047, 37.259187, 37.25972, 37.25856, 37.256973, 37.25242, 37.24958, 37.24553, 37.24074, 37.23596, 37.23427, 37.23308, 37.22924, 37.22544, 37.22327, 37.22247, 
37.22337, 37.223093, 37.220194, 37.218902, 37.217262, 37.216672, 37.214059, 37.212267, 37.210413, 37.210214, 37.210365, 37.212669, 37.213071, 37.212497, 37.210262, 37.204936, 37.20117, 37.20121, 37.200495, 37.195171, 37.192062, 37.18999, 37.1884, 37.18691, 37.18614, 37.182297, 37.179452, 37.176936, 37.17611, 37.174083, 37.173858, 37.172605, 37.170846, 37.169071, 37.16681, 37.166156, 37.166786, 37.165135, 37.165658, 37.163436, 37.162772, 37.162035, 37.160949, 37.159792, 37.159263, 37.15828, 37.158653, 
37.158229, 37.157329, 37.154495, 37.152601, 37.14992, 37.145297, 37.14427, 37.14379, 37.144819, 37.143238, 37.143228, 37.142032, 37.139101, 37.135578, 37.134684, 37.132022, 37.127197, 37.125947, 37.122648, 37.120927, 37.119583, 37.118224, 37.116158, 37.113607, 37.111599, 37.108452, 37.107139, 37.105067, 37.103206, 37.101336, 37.099925, 37.101759, 37.102465, 37.103034, 37.102247, 37.097985, 37.097461, 37.096758, 37.097966, 37.097095, 37.09713, 37.097666, 37.098215, 37.099818, 37.099633, 37.100565, 
37.101811, 37.103633, 37.104153, 37.105145, 37.106826, 37.109469, 37.109409, 37.110147, 37.110047, 37.111546, 37.112846, 37.113746, 37.119551, 37.118535, 37.113511, 37.113042, 37.110633, 37.109139, 37.107177, 37.10612, 37.103202, 37.102929, 37.103782, 37.103757, 37.105451, 37.1059, 37.106487, 37.106807, 37.10707, 37.107462, 37.107665, 37.109879, 37.112905, 37.115312, 37.116514, 37.118658, 37.123291, 37.125136, 37.127674, 37.128836, 37.131163, 37.134509, 37.135383, 37.137259, 37.139129, 37.138675, 
37.137541, 37.135547, 37.136929, 37.133346, 37.134846, 37.133646, 37.130746, 37.131046, 37.127937, 37.12514, 37.127635, 37.125229, 37.125026, 37.12445, 37.125435, 37.127954, 37.130438, 37.132807, 37.133873, 37.135978, 37.138411, 37.139912, 37.140565, 37.142527, 37.143999, 37.147115, 37.151687, 37.153126, 37.154923, 37.156165, 37.163529, 37.162326, 37.163651, 37.164402, 37.165281, 37.163099, 37.162749, 37.163793, 37.164945, 37.163854, 37.161807, 37.161838, 37.160471, 37.158876, 37.156762, 37.154842, 
37.152852, 37.149447, 37.147242, 37.145419, 37.143733, 37.141419, 37.141042, 37.138211, 37.136973, 37.140167, 37.144509, 37.147483, 37.150929, 37.152679, 37.151799, 37.151278, 37.152273, 37.151741, 37.150835, 37.151335, 37.150824, 37.151112, 37.150369, 37.149701, 37.148557, 37.147424, 37.144736, 37.14267, 37.142353, 37.14686, 37.148544, 37.151287, 37.151853, 37.154836, 37.154673, 37.155108, 37.157712, 37.157409, 37.163156, 37.16069, 37.159571, 37.15969, 37.160599, 37.157828, 37.158497, 37.157983, 
37.159283, 37.147486, 37.144705, 37.140848, 37.13972, 37.1387, 37.140328, 37.142209, 37.144027, 37.146193, 37.14621, 37.148928, 37.150417, 37.15264, 37.154966, 37.157598, 37.159965, 37.164344, 37.165759, 37.169134, 37.170573, 37.172669, 37.172992, 37.175422, 37.176591, 37.17688, 37.178158, 37.180731, 37.183518, 37.18491, 37.186301, 37.188839, 37.18948, 37.190993, 37.193195, 37.192866, 37.195986, 37.198372, 37.19964, 37.200549, 37.201424, 37.202185, 37.203728, 37.206598, 37.207797, 37.209073, 37.211654, 
37.212709, 37.215207)))"
06085508101,112115,2332,42,593,1219,307,171,392,1033,807,100,438,524,486,884,31,20,26,0,88,11,44,35,58,26,111,56,151,72,428,1175,3950,262,571,3117,1336,3208,1189,159,1860,1298,"list(list(c(-122.03239, -122.030437, -122.019764, -122.01833, -122.016433, -122.01416, -122.014194, -122.01425, -122.0141, -122.02318, -122.03237, -122.03244, -122.03239, 37.33761, 37.337631, 37.337704, 37.33771, 37.337726, 37.33774, 37.332727, 37.3304, 37.32287, 37.32285, 37.3228, 37.33424, 37.33761)))"
06081613900,71216,2231,140,627,1086,273,105,405,874,836,116,449,744,485,553,11,34,33,60,16,0,19,0,12,43,163,158,194,89,258,1141,1419,95,206,1118,595,2921,947,145,1829,1328,"list(list(c(-122.173188, -122.173125, -122.168335, -122.167865, -122.161571, -122.159499, -122.157236, -122.15667, -122.156294, -122.155533, -122.155364, -122.150954, -122.151717, -122.153375, -122.153971, -122.153513, -122.155928, -122.155708, -122.157686, -122.159519, -122.162378, -122.162695, -122.164093, -122.173947, -122.173188, 37.461093, 37.461216, 37.470682, 37.471696, 37.470091, 37.469475, 37.469502, 37.468923, 37.46667, 37.467784, 37.468827, 37.466225, 37.462844, 37.45705, 37.456804, 37.456677, 
37.455418, 37.454176, 37.453495, 37.454721, 37.453884, 37.453844, 37.454568, 37.459524, 37.461093)))"
06085503509,32250,894,12,73,284,236,289,74,179,390,251,54,133,140,567,0,30,17,3,12,16,20,5,23,63,138,133,78,92,146,118,404,11,16,377,9,2021,640,177,1204,382,"list(list(c(-121.811629, -121.805898, -121.803982, -121.804028, -121.801604, -121.801411, -121.799906, -121.79703, -121.794856, -121.790636, -121.796091, -121.798254, -121.802402, -121.808585, -121.808863, -121.811132, -121.811629, 37.347889, 37.351776, 37.354659, 37.355428, 37.355527, 37.353548, 37.352573, 37.350594, 37.349101, 37.346218, 37.343429, 37.344871, 37.347693, 37.344549, 37.34474, 37.347343, 37.347889)))"
06085504504,52773,3644,178,1270,1721,441,34,668,1358,1310,308,626,1158,861,999,128,152,24,17,15,102,28,114,40,91,270,298,315,204,680,1166,15850,7047,3141,5662,1912,5856,2116,364,3376,2229,"list(list(c(-121.916331, -121.911102, -121.910217, -121.909178, -121.908941, -121.907779, -121.906007, -121.89952, -121.892618, -121.88835, -121.883736, -121.883288, -121.880261, -121.880043, -121.881155, -121.884349, -121.884247, -121.889121, -121.894153, -121.894278, -121.904076, -121.905311, -121.910812, -121.912926, -121.914758, -121.916331, 37.425596, 37.427071, 37.427734, 37.429923, 37.43008, 37.430965, 37.431545, 37.43223, 37.433704, 37.43465, 37.42577, 37.424756, 37.414516, 37.41384, 37.411513, 
37.409668, 37.409261, 37.407738, 37.410209, 37.410265, 37.415329, 37.415643, 37.415802, 37.415552, 37.420945, 37.425596)))"
06085503112,30730,1531,276,537,463,128,127,311,719,306,195,548,448,187,348,113,113,30,86,96,80,73,95,38,153,75,128,191,119,63,78,910,373,80,457,74,1941,523,154,1264,461,"list(list(c(-121.880289, -121.867889, -121.866099, -121.865791, -121.865626, -121.865281, -121.861884, -121.86217, -121.869542, -121.874022, -121.877622, -121.878607, -121.880289, 37.322706, 37.328572, 37.326667, 37.325691, 37.325769, 37.325215, 37.32168, 37.32151, 37.318143, 37.316377, 37.320026, 37.321015, 37.322706)))"
06085508202,60586,2628,77,660,1331,328,232,516,960,987,165,373,838,664,753,50,11,46,10,52,0,0,142,35,158,71,135,182,300,400,1036,1266,46,137,1083,189,3990,1438,250,2302,1620,"list(list(c(-122.01417, -122.01415, -122.01417, -122.01407, -122.01407, -122.01241, -122.008, -122.00494, -122.004952, -122.001736, -122.00097, -122.000473, -122.000319, -121.99927, -121.99633, -121.9963, -121.99571, -121.99564, -121.995608, -121.99557, -121.99554, -122.002386, -122.0071, -122.009098, -122.01416, -122.01417, 37.3414, 37.34544, 37.34676, 37.35209, 37.35217, 37.35222, 37.35211, 37.3521, 37.351838, 37.352146, 37.35216, 37.35217, 37.352173, 37.35218, 37.35218, 37.35157, 37.34834, 37.34547, 
37.341463, 37.3396, 37.33787, 37.337801, 37.33777, 37.337409, 37.33774, 37.3414)))"
06085508704,72363,3010,363,1191,1122,209,125,232,1389,1090,299,799,1060,696,455,61,36,46,70,24,55,6,26,62,53,219,261,273,333,521,964,24027,7721,1180,15126,10669,4651,2008,169,2474,2495,"list(list(c(-122.03214, -122.02668, -122.021098, -122.01875, -122.0171, -122.01596, -122.01497, -122.01242, -122.00802, -122.00289, -122.000489, -121.9992, -121.995826, -121.99593, -121.986976, -121.98697, -121.986969, -121.986896, -121.986926, -121.987317, -121.995917, -121.9961, -121.9963, -122.00095, -122.011262, -122.01376, -122.01758, -122.02047, -122.02842, -122.0336, -122.03214, 37.38419, 37.38304, 37.381789, 37.38042, 37.38531, 37.38609, 37.38878, 37.38823, 37.3883, 37.38842, 37.388476, 37.38838, 
37.388426, 37.391065, 37.388448, 37.37778, 37.37758, 37.37407, 37.371817, 37.370381, 37.370305, 37.370531, 37.37054, 37.37086, 37.372927, 37.37344, 37.37432, 37.37527, 37.37786, 37.37957, 37.38419)))"
06085503313,49345,1314,11,111,451,487,254,222,321,518,253,61,357,306,590,17,9,22,0,0,21,16,0,55,48,83,105,91,78,287,482,198,24,4,170,60,2536,884,164,1488,691,"list(list(c(-121.785202, -121.781683, -121.780624, -121.779255, -121.778558, -121.774943, -121.773969, -121.772534, -121.771788, -121.770946, -121.768519, -121.768207, -121.766114, -121.765087, -121.766354, -121.766101, -121.766189, -121.766612, -121.770599, -121.782141, -121.78219, -121.782235, -121.782847, -121.785202, 37.338684, 37.339398, 37.339348, 37.338576, 37.33832, 37.335641, 37.334999, 37.333772, 37.331855, 37.332119, 37.331128, 37.331482, 37.331802, 37.332188, 37.330291, 37.328732, 37.328134, 
37.327554, 37.325765, 37.324967, 37.327404, 37.329627, 37.33173, 37.338684)))"
06085503217,33215,1132,24,188,487,248,185,159,301,386,286,77,135,223,697,85,8,0,36,11,82,52,60,48,80,100,249,55,106,67,93,213,9,7,197,17,2152,650,195,1307,401,"list(list(c(-121.834225, -121.834086, -121.833214, -121.829542, -121.827695, -121.827009, -121.824947, -121.82368, -121.823476, -121.82688, -121.827859, -121.831588, -121.833004, -121.834138, -121.83413, -121.834225, 37.28867, 37.292182, 37.293421, 37.289727, 37.287606, 37.286818, 37.284447, 37.282983, 37.282388, 37.282531, 37.282625, 37.283488, 37.283623, 37.283926, 37.284835, 37.28867)))"
06085503508,24366,1341,57,175,434,293,382,149,224,456,512,110,135,197,899,39,21,72,61,87,57,30,10,0,48,87,189,216,136,155,133,358,43,39,276,28,2931,892,310,1729,581,"list(list(c(-121.816801, -121.812175, -121.808557, -121.805078, -121.804028, -121.803982, -121.805898, -121.811629, -121.814298, -121.815066, -121.819147, -121.816801, 37.357734, 37.360885, 37.357614, 37.356007, 37.355428, 37.354659, 37.351776, 37.347889, 37.350818, 37.351667, 37.356142, 37.357734)))"
06053010501,36008,2123,0,240,553,747,583,481,742,678,222,349,888,405,481,94,0,35,98,40,27,42,71,194,138,213,435,125,161,184,266,2459,1669,197,593,107,3243,1119,276,1848,582,"list(list(c(-121.669541, -121.667078, -121.665597, -121.664258, -121.661788, -121.655658, -121.652135, -121.648838, -121.639951, -121.63285, -121.631274, -121.630463, -121.628173, -121.628454, -121.63006, -121.630222, -121.630478, -121.636004, -121.636151, -121.635815, -121.634645, -121.631964, -121.631227, -121.630106, -121.630032, -121.626053, -121.622665, -121.622089, -121.597698, -121.574738, -121.560563, -121.562811, -121.566859, -121.572955, -121.57472, -121.575699, -121.5789, -121.58008, -121.580829, 
-121.582579, -121.586621, -121.58807, -121.58893, -121.589311, -121.599079, -121.60016, -121.601433, -121.602269, -121.601463, -121.602357, -121.603722, -121.605329, -121.608814, -121.609699, -121.611193, -121.615679, -121.637121, -121.64094, -121.641102, -121.648082, -121.656189, -121.657194, -121.657671, -121.660852, -121.663739, -121.667184, -121.667255, -121.668216, -121.668929, -121.669534, -121.669541, 36.779517, 36.792322, 36.797565, 36.799458, 36.801144, 36.802881, 36.804237, 36.806393, 36.814753, 
36.818411, 36.819464, 36.821399, 36.826875, 36.828183, 36.831345, 36.834034, 36.836123, 36.848135, 36.849447, 36.851115, 36.853153, 36.855851, 36.856359, 36.857028, 36.856924, 36.851719, 36.84772, 36.846203, 36.83735, 36.818052, 36.805503, 36.80565, 36.79941, 36.797041, 36.79584, 36.79442, 36.79185, 36.78934, 36.78635, 36.78336, 36.77939, 36.77667, 36.7737, 36.77348, 36.77216, 36.770207, 36.76886, 36.764598, 36.762046, 36.759657, 36.75775, 36.757746, 36.756153, 36.754754, 36.756964, 36.759593, 36.734798, 
36.730399, 36.730213, 36.732195, 36.734434, 36.734738, 36.737222, 36.744548, 36.752012, 36.762726, 36.762981, 36.766057, 36.768581, 36.776047, 36.779517)))"
06085504507,42367,1785,95,339,589,410,352,448,494,605,238,190,459,279,857,59,67,49,35,53,22,21,9,12,21,149,225,258,87,323,395,1322,163,82,1077,211,3396,1213,227,1956,890,"list(list(c(-121.919168, -121.914478, -121.914195, -121.914437, -121.911662, -121.910847, -121.908621, -121.906625, -121.909179, -121.908358, -121.906007, -121.907779, -121.908941, -121.909178, -121.910217, -121.911102, -121.916331, -121.918201, -121.919898, -121.919168, 37.440038, 37.439959, 37.440863, 37.445767, 37.445929, 37.445902, 37.44626, 37.444654, 37.442582, 37.440754, 37.431545, 37.430965, 37.43008, 37.429923, 37.427734, 37.427071, 37.425596, 37.430066, 37.440032, 37.440038)))"
06069000200,37371,2099,14,320,882,492,391,484,816,639,160,319,832,305,643,55,64,95,32,77,42,47,55,46,119,202,297,239,170,199,360,4047,3273,36,738,109,2140,755,196,1189,389,"list(list(c(-121.644001, -121.642797, -121.638103, -121.633145, -121.629457, -121.626301, -121.621359, -121.619761, -121.615697, -121.607354, -121.59749, -121.594761, -121.588854, -121.585954, -121.581354, -121.576862, -121.575402, -121.573741, -121.571394, -121.566923, -121.562901, -121.561946, -121.56256, -121.558971, -121.5528, -121.549132, -121.547261, -121.5478, -121.548755, -121.54785, -121.541199, -121.537101, -121.532899, -121.53183, -121.530954, -121.527514, -121.523703, -121.516571, -121.51406, 
-121.512979, -121.511889, -121.510432, -121.508442, -121.506785, -121.504217, -121.499678, -121.490963, -121.482898, -121.474811, -121.469177, -121.465377, -121.463429, -121.457915, -121.452446, -121.447138, -121.444488, -121.442802, -121.438294, -121.437174, -121.431874, -121.430792, -121.433624, -121.435771, -121.437844, -121.443759, -121.445947, -121.447495, -121.44885, -121.451064, -121.455574, -121.457744, -121.455789, -121.454589, -121.450698, -121.445409, -121.442414, -121.439601, -121.43308, 
-121.430841, -121.429014, -121.425598, -121.42141, -121.419596, -121.412024, -121.406633, -121.404168, -121.400848, -121.399545, -121.404008, -121.40082, -121.396921, -121.40147, -121.406072, -121.408077, -121.408702, -121.409297, -121.406781, -121.404454, -121.404017, -121.402516, -121.403948, -121.403987, -121.404774, -121.405325, -121.40395, -121.40385, -121.407516, -121.409365, -121.412375, -121.412192, -121.414298, -121.415039, -121.416055, -121.419904, -121.42399, -121.426527, -121.428371, 
-121.43065, -121.43328, -121.436616, -121.44039, -121.44155, -121.444024, -121.446225, -121.447298, -121.448954, -121.451014, -121.451566, -121.451786, -121.453652, -121.456478, -121.454736, -121.455647, -121.46165, -121.463989, -121.465396, -121.467094, -121.467685, -121.466818, -121.467978, -121.469268, -121.473607, -121.475219, -121.475752, -121.476573, -121.476608, -121.477585, -121.479198, -121.479499, -121.480111, -121.480613, -121.480533, -121.480765, -121.483002, -121.484332, -121.489029, 
-121.491676, -121.492593, -121.495738, -121.497417, -121.502427, -121.504011, -121.505748, -121.535632, -121.548121, -121.560563, -121.574738, -121.597698, -121.622089, -121.622665, -121.626053, -121.630032, -121.630106, -121.642565, -121.641284, -121.643626, -121.644001, 36.893996, 36.894631, 36.898327, 36.906654, 36.911688, 36.911394, 36.908622, 36.908911, 36.904993, 36.899452, 36.900464, 36.901088, 36.901252, 36.900952, 36.899152, 36.893739, 36.893033, 36.89558, 36.897075, 36.897073, 36.896252, 
36.894783, 36.891913, 36.886844, 36.884992, 36.88293, 36.880225, 36.877643, 36.876937, 36.874953, 36.873256, 36.873088, 36.872365, 36.871107, 36.867811, 36.866724, 36.866335, 36.867403, 36.867082, 36.866005, 36.862851, 36.861638, 36.861311, 36.862834, 36.863505, 36.863284, 36.860813, 36.860962, 36.86013, 36.861319, 36.860436, 36.859506, 36.858731, 36.859395, 36.858742, 36.85843, 36.857641, 36.855526, 36.853604, 36.852228, 36.851478, 36.850162, 36.849795, 36.849976, 36.85228, 36.852607, 36.852494, 
36.852086, 36.850825, 36.844274, 36.842448, 36.838235, 36.837826, 36.837884, 36.835659, 36.83526, 36.834098, 36.829947, 36.828364, 36.826478, 36.825594, 36.826975, 36.827264, 36.825233, 36.824161, 36.825466, 36.823588, 36.821016, 36.817124, 36.814522, 36.809898, 36.806396, 36.805726, 36.802578, 36.798773, 36.796941, 36.79374, 36.793011, 36.791132, 36.79011, 36.78824, 36.78623, 36.785832, 36.783567, 36.781391, 36.780184, 36.777845, 36.775805, 36.769829, 36.768714, 36.769161, 36.771282, 36.771442, 
36.773408, 36.774276, 36.775598, 36.777121, 36.77714, 36.778086, 36.780719, 36.783324, 36.784052, 36.785449, 36.787113, 36.787659, 36.788114, 36.789186, 36.789295, 36.789421, 36.79043, 36.791089, 36.789922, 36.786911, 36.785364, 36.785842, 36.785113, 36.78408, 36.782451, 36.780329, 36.780226, 36.778833, 36.776828, 36.775619, 36.774409, 36.774118, 36.773301, 36.772232, 36.771633, 36.77089, 36.770513, 36.769683, 36.769219, 36.767557, 36.76505, 36.764237, 36.76386, 36.762805, 36.763311, 36.761966, 36.760397, 
36.7602, 36.757205, 36.758909, 36.784118, 36.794479, 36.805503, 36.818052, 36.83735, 36.846203, 36.84772, 36.851719, 36.856924, 36.857028, 36.8737, 36.879826, 36.891845, 36.893996)))"
06085503333,49028,1350,12,115,701,214,308,140,445,529,236,164,305,332,549,9,48,0,30,35,8,0,0,22,25,46,73,162,84,329,479,264,25,0,239,29,2430,771,162,1497,668,"list(list(c(-121.801832, -121.799346, -121.797881, -121.796154, -121.793288, -121.794389, -121.794308, -121.790338, -121.787966, -121.787624, -121.784999, -121.782927, -121.780439, -121.778727, -121.774548, -121.773152, -121.771625, -121.774522, -121.783451, -121.785092, -121.787559, -121.795389, -121.798278, -121.800544, -121.801832, 37.305464, 37.305764, 37.306615, 37.304212, 37.302935, 37.304856, 37.306198, 37.306717, 37.307854, 37.306451, 37.306294, 37.303733, 37.303172, 37.301191, 37.301858, 
37.299589, 37.299159, 37.297584, 37.297178, 37.296071, 37.294854, 37.297802, 37.298139, 37.299626, 37.305464)))"
06085504322,65096,2113,31,805,1059,171,47,147,962,775,229,455,669,360,629,49,0,37,37,40,22,97,18,0,96,147,449,91,105,352,573,12122,7860,1058,3204,1649,3137,1188,193,1756,1059,"list(list(c(-121.902863, -121.897818, -121.895821, -121.89244, -121.89226, -121.89058, -121.887006, -121.886293, -121.885363, -121.884713, -121.884349, -121.881464, -121.882751, -121.886054, -121.890276, -121.892198, -121.893676, -121.89586, -121.897907, -121.900683, -121.900814, -121.902773, -121.902863, 37.404407, 37.404271, 37.403741, 37.403425, 37.403411, 37.403313, 37.403023, 37.401704, 37.400003, 37.398664, 37.397497, 37.388614, 37.387909, 37.387353, 37.3848, 37.383633, 37.382886, 37.382745, 
37.385785, 37.389622, 37.389924, 37.400199, 37.404407)))"
06069000501,34901,1759,43,252,532,456,476,340,561,590,268,218,533,382,626,45,73,17,21,24,40,8,39,87,66,195,248,313,175,203,205,695,287,11,397,35,2323,780,218,1325,436,"list(list(c(-121.39744, -121.396501, -121.392396, -121.391874, -121.383873, -121.381027, -121.378299, -121.376756, -121.376318, -121.375554, -121.368778, -121.36403, -121.363626, -121.363615, -121.363939, -121.364796, -121.368924, -121.371893, -121.376828, -121.378472, -121.378603, -121.384529, -121.39065, -121.391579, -121.395943, -121.396737, -121.39744, 36.848167, 36.848179, 36.847847, 36.847827, 36.847517, 36.847399, 36.847301, 36.847238, 36.847225, 36.847189, 36.846887, 36.846583, 36.846562, 
36.839246, 36.839246, 36.839241, 36.83922, 36.838548, 36.838748, 36.838808, 36.838813, 36.839093, 36.839329, 36.839362, 36.846261, 36.847111, 36.848167)))"
06085501000,24756,2334,483,903,809,88,51,627,931,600,176,906,803,260,365,285,179,183,184,113,67,127,173,67,220,116,261,12,84,112,151,3117,236,191,2690,1153,2441,641,204,1596,651,"list(list(c(-121.894953, -121.892908, -121.892345, -121.890069, -121.885876, -121.883222, -121.881038, -121.885248, -121.887401, -121.890566, -121.893828, -121.894953, 37.342046, 37.34314, 37.344296, 37.34517, 37.347191, 37.343628, 37.340693, 37.338696, 37.33767, 37.336168, 37.340548, 37.342046)))"
06085502603,49946,1001,68,197,397,295,44,210,270,358,163,192,345,208,256,7,37,0,0,17,23,18,6,17,33,80,103,91,59,218,292,1399,59,416,924,253,1414,451,107,856,397,"list(list(c(-121.93178, -121.927692, -121.924157, -121.922656, -121.922653, -121.922616, -121.922592, -121.922554, -121.922557, -121.922455, -121.923544, -121.923512, -121.92705, -121.930034, -121.931642, -121.931657, -121.931679, -121.93175, -121.93175, -121.93177, -121.93178, 37.29423, 37.294382, 37.294409, 37.294373, 37.291956, 37.290286, 37.289737, 37.286739, 37.286256, 37.282627, 37.281419, 37.280962, 37.281482, 37.280247, 37.280181, 37.28201, 37.2824, 37.28686, 37.28697, 37.290049, 37.29423
)))"
06085503207,30054,1051,24,186,336,263,242,227,179,407,238,52,266,189,544,40,9,30,56,34,23,2,13,3,27,68,241,130,83,153,139,195,23,0,172,39,2347,772,170,1405,589,"list(list(c(-121.823785, -121.822392, -121.820916, -121.816774, -121.811829, -121.810723, -121.810144, -121.809829, -121.809545, -121.810162, -121.81337, -121.813189, -121.811564, -121.811774, -121.816261, -121.818264, -121.82053, -121.821314, -121.822277, -121.824578, -121.823785, 37.298797, 37.299486, 37.300395, 37.302981, 37.297905, 37.296296, 37.294512, 37.290313, 37.285676, 37.284801, 37.284089, 37.284962, 37.287935, 37.289316, 37.288755, 37.290215, 37.295295, 37.29646, 37.297383, 37.298469, 
37.298797)))"
