fromId,toId,bike_time
06085503306,06085512026,96
06085503306,06085512032,120
06085503306,06085500400,88
06085503306,06085503121,61
06085503306,06085506402,107
06085503306,06085506301,116
06085503306,06085512019,90
06085503306,06085503001,95
06085503306,06085512031,113
06085503306,06085506401,105
06085503306,06085501401,45
06085503306,06085503324,37
06085503306,06085503511,24
06085503306,06085504505,111
06085503306,06085512045,115
06085503306,06085512023,94
06085503306,06085503402,10
06085503306,06085503002,98
06085503306,06085503601,40
06085503306,06085504320,82
06085503306,06085503507,12
06085503306,06085512047,111
06085503306,06085503713,38
06085503306,06085504423,105
06085503306,06085504410,93
06085503306,06085503510,30
06085503306,06085503117,37
06085503306,06085512037,108
06085503306,06085503218,64
06085503306,06085503329,45
06085503306,06085500100,65
06085503306,06085503707,35
06085503306,06085503212,44
06085503306,06085503708,52
06085503306,06085503336,39
06085503306,06085503210,53
06085503306,06085501200,54
06085503306,06085501501,43
06085503306,06085501600,54
06085503306,06085503111,26
06085503306,06085503712,37
06085503306,06085501502,44
06085503306,06085503113,64
06085503306,06085503123,84
06085503306,06085504319,57
06085503306,06085506000,116
06085503306,06085512039,107
06085503306,06085503711,22
06085503306,06085503321,26
06085503306,06085503509,36
06085503306,06085503112,55
06085503306,06085503313,45
06085503306,06085503217,59
06085503306,06085503508,34
06085503306,06085503333,47
06085503306,06085504322,84
06085503306,06085501000,59
06085503306,06085502603,111
06085503306,06085503207,59
06085503306,06085505007,120
06085503306,06085500200,73
06085503306,06085504321,75
06085503306,06085506502,116
06085503306,06085503315,30
06085503306,06085503332,89
06085503306,06085500500,89
06085503306,06085512025,100
06085503306,06085504412,111
06085503306,06085504101,46
06085503306,06085503122,57
06085503306,06085512030,112
06085503306,06085505006,108
06085503306,06085502907,114
06085503306,06085502102,92
06085503306,06085505203,104
06085503306,06085504001,34
06085503306,06085512017,66
06085503306,06085503506,16
06085503306,06085503204,51
06085503306,06085504317,69
06085503306,06085502604,115
06085503306,06085505600,113
06085503306,06085503326,57
06085503306,06085512001,99
06085503306,06085503327,40
06085503306,06085512036,108
06085503306,06085503504,11
06085503306,06085501700,63
06085503306,06085502001,90
06085503306,06085500901,60
06085503306,06085502101,101
06085503306,06085512027,113
06085503306,06085503902,47
06085503306,06085504314,74
06085503306,06085512021,90
06085503306,06085502301,90
06085503306,06085506302,116
06085503306,06085500600,88
06085503306,06085502601,104
06085503306,06085504316,72
06085503306,06085512005,112
06085503306,06085505100,99
06085503306,06085503330,85
06085503306,06085504102,41
06085503306,06085504311,73
06085503306,06085504201,54
06085503306,06085503115,69
06085503306,06085512024,118
06085503306,06085503304,22
06085503306,06085500800,66
06085503306,06085504002,28
06085503306,06085504202,90
06085503306,06085512022,92
06085503306,06085502909,117
06085503306,06085501900,74
06085503306,06085502202,98
06085503306,06085503337,40
06085503306,06085503331,69
06085503306,06085503325,38
06085503306,06085505900,112
06085503306,06085503312,82
06085503306,06085503709,46
06085503306,06085501102,58
06085503306,06085502201,95
06085503306,06085503802,55
06085503306,06085503803,61
06085503306,06085506503,120
06085503306,06085502902,113
06085503306,06085512053,115
06085503306,06085502500,86
06085503306,06085503214,58
06085503306,06085504416,94
06085503306,06085503208,62
06085503306,06085502002,82
06085503306,06085500300,76
06085503306,06085504315,82
06085503306,06085502400,82
06085503306,06085503213,39
06085503306,06085502903,105
06085503306,06085501101,63
06085503306,06085503804,54
06085503306,06085501300,52
06085503306,06085504318,75
06085503306,06085503322,41
06085503306,06085502302,85
06085503306,06085512043,83
06085503306,06085504415,98
06085503306,06085505700,109
06085503306,06085504411,89
06085503306,06085504307,65
06085503306,06085503903,44
06085503306,06085503305,23
06085503306,06085503602,23
06085503306,06085504323,90
06085503306,06085501800,71
06085503306,06085506501,116
06085503306,06085505800,106
06085503108,06085512042,79
06085503108,06085503306,101
06085503108,06085503108,0
06085503108,06085503401,99
06085503108,06085512020,57
06085503108,06085503110,83
06085503108,06085512029,74
06085503108,06085503118,76
06085503108,06085503116,41
06085503108,06085511913,73
06085503108,06085503703,101
06085503108,06085503105,71
06085503108,06085503710,95
06085503108,06085503003,31
06085503108,06085503211,79
06085503108,06085500902,59
06085503108,06085506102,105
06085503108,06085501402,75
06085503108,06085512026,56
06085503108,06085512032,100
06085503108,06085500400,79
06085503108,06085503121,46
06085503108,06085502800,61
06085503108,06085506402,72
06085503108,06085506301,90
06085503108,06085512019,47
06085503108,06085506604,92
06085503108,06085503001,28
06085503108,06085512031,86
06085503108,06085506401,77
06085503108,06085501401,82
06085503108,06085503511,119
06085503108,06085512045,73
06085503108,06085512023,66
06085503108,06085503402,100
06085503108,06085504901,118
06085503108,06085503002,25
06085503108,06085503601,92
06085503108,06085505303,112
06085503108,06085503507,104
06085503108,06085506305,91
06085503108,06085506103,110
06085503108,06085512047,64
06085503108,06085503713,107
06085503108,06085505402,110
06085503108,06085503510,119
06085503108,06085511916,64
06085503108,06085503117,79
06085503108,06085512037,73
06085503108,06085503218,76
06085503108,06085506803,71
06085503108,06085500100,77
06085503108,06085503707,103
06085503108,06085503212,85
06085503108,06085503708,115
06085503108,06085511912,88
06085503108,06085503336,107
06085503108,06085503210,87
06085503108,06085501200,70
06085503108,06085502906,59
06085503108,06085501501,78
06085503108,06085501600,61
06085503108,06085503111,79
06085503108,06085503712,106
06085503108,06085506606,86
06085503108,06085501502,72
06085503108,06085507205,100
06085503108,06085503113,53
06085503108,06085503123,32
06085503108,06085504319,97
06085503108,06085506605,88
06085503108,06085505500,106
06085503108,06085506000,98
06085503108,06085512039,103
06085503108,06085503711,96
06085503108,06085503321,119
06085503108,06085503112,58
06085503108,06085503217,79
06085503108,06085503333,118
06085503108,06085501000,65
06085503108,06085502603,54
06085503108,06085503207,97
06085503108,06085505007,111
06085503108,06085500200,75
06085503108,06085505302,117
06085503108,06085506502,71
06085503108,06085503315,120
06085503108,06085500500,72
06085503108,06085512025,47
06085503108,06085507100,102
06085503108,06085506202,101
06085503108,06085502908,47
06085503108,06085506601,94
06085503108,06085503122,67
06085503108,06085512030,79
06085503108,06085511914,72
06085503108,06085507206,107
06085503108,06085506203,107
06085503108,06085505006,117
06085503108,06085506101,110
06085503108,06085502907,41
06085503108,06085502102,67
06085503108,06085505203,90
06085503108,06085502701,75
06085503108,06085504001,114
06085503108,06085512017,87
06085503108,06085503506,109
06085503108,06085506802,74
06085503108,06085506804,77
06085503108,06085505403,118
06085503108,06085503204,74
06085503108,06085504317,106
06085503108,06085502604,66
06085503108,06085505600,99
06085503108,06085508004,115
06085503108,06085507401,118
06085503108,06085503327,116
06085503108,06085512036,80
06085503108,06085503504,103
06085503108,06085501700,56
06085503108,06085502001,73
06085503108,06085502901,62
06085503108,06085500901,62
06085503108,06085502101,67
06085503108,06085512027,50
06085503108,06085503902,118
06085503108,06085511915,55
06085503108,06085512021,67
06085503108,06085502301,40
06085503108,06085506302,83
06085503108,06085506703,91
06085503108,06085506801,89
06085503108,06085500600,71
06085503108,06085502601,48
06085503108,06085507301,118
06085503108,06085504316,110
06085503108,06085512005,29
06085503108,06085502702,71
06085503108,06085505100,91
06085503108,06085506701,96
06085503108,06085504311,104
06085503108,06085503115,65
06085503108,06085512024,38
06085503108,06085511910,87
06085503108,06085503304,101
06085503108,06085506702,87
06085503108,06085512033,93
06085503108,06085500800,56
06085503108,06085504002,106
06085503108,06085512022,81
06085503108,06085502909,43
06085503108,06085512034,108
06085503108,06085501900,54
06085503108,06085502202,49
06085503108,06085506304,96
06085503108,06085507203,91
06085503108,06085512052,62
06085503108,06085503337,105
06085503108,06085505900,95
06085503108,06085503709,97
06085503108,06085506603,82
06085503108,06085501102,77
06085503108,06085511907,75
06085503108,06085502201,54
06085503108,06085503803,118
06085503108,06085506503,75
06085503108,06085502902,51
06085503108,06085512053,61
06085503108,06085507904,114
06085503108,06085505008,118
06085503108,06085502500,31
06085503108,06085503214,63
06085503108,06085507402,101
06085503108,06085511911,120
06085503108,06085503208,87
06085503108,06085502002,65
06085503108,06085500300,67
06085503108,06085502400,36
06085503108,06085503213,77
06085503108,06085506204,103
06085503108,06085502903,41
06085503108,06085501101,69
06085503108,06085503804,118
06085503108,06085512035,118
06085503108,06085501300,65
06085503108,06085502910,49
06085503108,06085504318,104
06085503108,06085502302,45
06085503108,06085506900,100
06085503108,06085512043,84
06085503108,06085505700,95
06085503108,06085504307,115
06085503108,06085503903,113
06085503108,06085511905,87
06085503108,06085503305,109
06085503108,06085503602,96
06085503108,06085501800,46
06085503108,06085506501,81
06085503108,06085505800,89
06085503323,06085512042,86
06085503323,06085503306,36
06085503323,06085503323,0
06085503323,06085503401,42
06085503323,06085512020,101
06085503323,06085503110,61
06085503323,06085512029,106
06085503323,06085503118,61
06085503323,06085503116,112
06085503323,06085504418,101
06085503323,06085503703,44
06085503323,06085503105,73
06085503323,06085503710,52
06085503323,06085503211,57
06085503323,06085500902,83
06085503323,06085501402,69
06085503323,06085512026,108
06085503323,06085500400,115
06085503323,06085503121,88
06085503323,06085512019,106
06085503323,06085512031,119
06085503323,06085501401,71
06085503323,06085503324,9
06085503323,06085503511,22
06085503323,06085512023,105
06085503323,06085503402,40
06085503323,06085503601,66
06085503323,06085504320,78
06085503323,06085503507,36
06085503323,06085503713,46
06085503323,06085504423,101
06085503323,06085504410,88
06085503323,06085503510,28
06085503323,06085503117,65
06085503323,06085512037,114
06085503323,06085503218,74
06085503323,06085503329,23
06085503323,06085500100,91
06085503323,06085503707,62
06085503323,06085503212,63
06085503323,06085503708,63
06085503323,06085503336,30
06085503323,06085503210,63
06085503323,06085501200,80
06085503323,06085501501,69
06085503323,06085501600,83
06085503323,06085503111,53
06085503323,06085503712,49
06085503323,06085501502,73
06085503323,06085503113,93
06085503323,06085503123,110
06085503323,06085504319,75
06085503323,06085512039,113
06085503323,06085503711,48
06085503323,06085503321,11
06085503323,06085503509,16
06085503323,06085503112,83
06085503323,06085503313,14
06085503323,06085503217,70
06085503323,06085503508,24
06085503323,06085503333,37
06085503323,06085504322,102
06085503323,06085501000,85
06085503323,06085503207,56
06085503323,06085500200,99
06085503323,06085504321,71
06085503323,06085503315,18
06085503323,06085503332,78
06085503323,06085500500,118
06085503323,06085512025,116
06085503323,06085504412,107
06085503323,06085504101,36
06085503323,06085503122,83
06085503323,06085512030,118
06085503323,06085504001,35
06085503323,06085512017,72
06085503323,06085503506,32
06085503323,06085503204,73
06085503323,06085504317,87
06085503323,06085503326,27
06085503323,06085512001,106
06085503323,06085503327,28
06085503323,06085512036,114
06085503323,06085503504,40
06085503323,06085501700,92
06085503323,06085502001,119
06085503323,06085500901,87
06085503323,06085503902,41
06085503323,06085504314,70
06085503323,06085512021,97
06085503323,06085502301,119
06085503323,06085500600,115
06085503323,06085504316,82
06085503323,06085503330,63
06085503323,06085504102,31
06085503323,06085504311,91
06085503323,06085504201,48
06085503323,06085503115,91
06085503323,06085503334,110
06085503323,06085503304,34
06085503323,06085500800,93
06085503323,06085504002,40
06085503323,06085504202,83
06085503323,06085512022,98
06085503323,06085501900,103
06085503323,06085503337,35
06085503323,06085503331,48
06085503323,06085503325,13
06085503323,06085503312,48
06085503323,06085503709,68
06085503323,06085501102,84
06085503323,06085503802,49
06085503323,06085503803,60
06085503323,06085502500,112
06085503323,06085503214,81
06085503323,06085504416,90
06085503323,06085503208,68
06085503323,06085502002,111
06085503323,06085500300,102
06085503323,06085504315,78
06085503323,06085502400,108
06085503323,06085503213,62
06085503323,06085501101,89
06085503323,06085503804,53
06085503323,06085501300,81
06085503323,06085504318,99
06085503323,06085503322,6
06085503323,06085502302,114
06085503323,06085512043,89
06085503323,06085504415,93
06085503323,06085504411,85
06085503323,06085504307,61
06085503323,06085503903,44
06085503323,06085503305,24
06085503323,06085503602,50
06085503323,06085504323,94
06085503323,06085501800,100
06069000600,06069000600,0
06069000600,06069000300,61
06069000600,06069000501,21
06069000600,06069000701,48
06069000600,06069000502,40
06069000600,06069000801,77
06069000600,06069000702,56
06069000600,06069000400,45
06085503401,06085512042,82
06085503401,06085503306,13
06085503401,06085503108,98
06085503401,06085503323,42
06085503401,06085503401,0
06085503401,06085512020,90
06085503401,06085503110,20
06085503401,06085512029,101
06085503401,06085503118,35
06085503401,06085503116,98
06085503401,06085504418,99
06085503401,06085503703,12
06085503401,06085503105,32
06085503401,06085503710,21
06085503401,06085503003,96
06085503401,06085503211,33
06085503401,06085500902,42
06085503401,06085506102,110
06085503401,06085501402,32
06085503401,06085512026,98
06085503401,06085500400,77
06085503401,06085503121,55
06085503401,06085506402,95
06085503401,06085506301,104
06085503401,06085512019,92
06085503401,06085503001,87
06085503401,06085512031,115
06085503401,06085506401,93
06085503401,06085501401,34
06085503401,06085503324,43
06085503401,06085503511,23
06085503401,06085504505,102
06085503401,06085512045,116
06085503401,06085512023,95
06085503401,06085503402,8
06085503401,06085504901,114
06085503401,06085503002,89
06085503401,06085503601,30
06085503401,06085504320,76
06085503401,06085505303,115
06085503401,06085503507,8
06085503401,06085506305,115
06085503401,06085506103,118
06085503401,06085512047,113
06085503401,06085503713,32
06085503401,06085504423,99
06085503401,06085505402,116
06085503401,06085504410,86
06085503401,06085503510,28
06085503401,06085503117,25
06085503401,06085512037,110
06085503401,06085503218,66
06085503401,06085503329,51
06085503401,06085500100,54
06085503401,06085503707,29
06085503401,06085503212,45
06085503401,06085503708,46
06085503401,06085503336,40
06085503401,06085503210,55
06085503401,06085501200,43
06085503401,06085501501,32
06085503401,06085501600,42
06085503401,06085503111,28
06085503401,06085503712,31
06085503401,06085506606,117
06085503401,06085501502,32
06085503401,06085503113,52
06085503401,06085503123,75
06085503401,06085504319,48
06085503401,06085506605,111
06085503401,06085505500,111
06085503401,06085506000,103
06085503401,06085512039,108
06085503401,06085503711,16
06085503401,06085503321,32
06085503401,06085503509,35
06085503401,06085504504,119
06085503401,06085503112,42
06085503401,06085503313,51
06085503401,06085503217,61
06085503401,06085503508,33
06085503401,06085503333,51
06085503401,06085504322,75
06085503401,06085501000,48
06085503401,06085502603,99
06085503401,06085503207,61
06085503401,06085505007,108
06085503401,06085500200,62
06085503401,06085504321,69
06085503401,06085506502,104
06085503401,06085503315,36
06085503401,06085503332,94
06085503401,06085500500,77
06085503401,06085512025,102
06085503401,06085504412,105
06085503401,06085502908,112
06085503401,06085504101,40
06085503401,06085503122,59
06085503401,06085512030,113
06085503401,06085505006,99
06085503401,06085506101,115
06085503401,06085502907,106
06085503401,06085502102,80
06085503401,06085505203,92
06085503401,06085504001,28
06085503401,06085512017,68
06085503401,06085503506,12
06085503401,06085503204,52
06085503401,06085504317,60
06085503401,06085502604,103
06085503401,06085505600,101
06085503401,06085503326,63
06085503401,06085512001,101
06085503401,06085503327,46
06085503401,06085512036,110
06085503401,06085503504,5
06085503401,06085501700,51
06085503401,06085502001,78
06085503401,06085502901,114
06085503401,06085500901,48
06085503401,06085502101,89
06085503401,06085512027,114
06085503401,06085503902,41
06085503401,06085504314,68
06085503401,06085512021,92
06085503401,06085502301,78
06085503401,06085506302,104
06085503401,06085500600,76
06085503401,06085502601,92
06085503401,06085504316,62
06085503401,06085512005,112
06085503401,06085505100,87
06085503401,06085503330,91
06085503401,06085504102,36
06085503401,06085504311,64
06085503401,06085504201,48
06085503401,06085503115,71
06085503401,06085512024,114
06085503401,06085503304,23
06085503401,06085500800,54
06085503401,06085504002,21
06085503401,06085504202,84
06085503401,06085512022,94
06085503401,06085502909,108
06085503401,06085501900,62
06085503401,06085502202,86
06085503401,06085506304,117
06085503401,06085503337,41
06085503401,06085503331,75
06085503401,06085503325,44
06085503401,06085505900,100
06085503401,06085503312,81
06085503401,06085503709,36
06085503401,06085506603,116
06085503401,06085501102,47
06085503401,06085502201,83
06085503401,06085503802,49
06085503401,06085503803,55
06085503401,06085506503,108
06085503401,06085502902,105
06085503401,06085512053,116
06085503401,06085505008,114
06085503401,06085502500,77
06085503401,06085503214,60
06085503401,06085504416,88
06085503401,06085503208,64
06085503401,06085502002,70
06085503401,06085500300,64
06085503401,06085504315,76
06085503401,06085502400,70
06085503401,06085503213,41
06085503401,06085502903,96
06085503401,06085501101,52
06085503401,06085503804,48
06085503401,06085501300,40
06085503401,06085502910,114
06085503401,06085504318,65
06085503401,06085503322,43
06085503401,06085502302,73
06085503401,06085512043,84
06085503401,06085504415,91
06085503401,06085505700,97
06085503401,06085504411,83
06085503401,06085504307,59
06085503401,06085503903,38
06085503401,06085505202,118
06085503401,06085503305,27
06085503401,06085503602,12
06085503401,06085504323,81
06085503401,06085501800,59
06085503401,06085506501,104
06085503401,06085505800,94
06085512020,06085512042,25
06085512020,06085503306,89
06085512020,06085503108,57
06085512020,06085503323,100
06085512020,06085503401,90
06085512020,06085512020,0
06085512020,06085503110,83
06085512020,06085512029,31
06085512020,06085503118,66
06085512020,06085503116,23
06085512020,06085511913,67
06085512020,06085503703,99
06085512020,06085503105,88
06085512020,06085503710,108
06085512020,06085503003,56
06085512020,06085503211,61
06085512020,06085500902,86
06085512020,06085501402,98
06085512020,06085512026,18
06085512020,06085512032,57
06085512020,06085503121,74
06085512020,06085502800,89
06085512020,06085506402,108
06085512020,06085512019,13
06085512020,06085503001,64
06085512020,06085512031,43
06085512020,06085506401,113
06085512020,06085501401,105
06085512020,06085503324,95
06085512020,06085503511,110
06085512020,06085512045,37
06085512020,06085512023,21
06085512020,06085503402,88
06085512020,06085503002,58
06085512020,06085503601,109
06085512020,06085512038,93
06085512020,06085503507,95
06085512020,06085512047,28
06085512020,06085503713,119
06085512020,06085503510,115
06085512020,06085511916,65
06085512020,06085503117,75
06085512020,06085512037,37
06085512020,06085503218,28
06085512020,06085503329,89
06085512020,06085506803,79
06085512020,06085500100,105
06085512020,06085503707,116
06085512020,06085503212,58
06085512020,06085511912,77
06085512020,06085503336,71
06085512020,06085503210,42
06085512020,06085501200,98
06085512020,06085502906,67
06085512020,06085501501,93
06085512020,06085501600,84
06085512020,06085503111,68
06085512020,06085503712,118
06085512020,06085501502,93
06085512020,06085503113,85
06085512020,06085503123,73
06085512020,06085512039,59
06085512020,06085503711,103
06085512020,06085503321,95
06085512020,06085503509,115
06085512020,06085503112,79
06085512020,06085503313,101
06085512020,06085503217,34
06085512020,06085503508,120
06085512020,06085503333,78
06085512020,06085501000,94
06085512020,06085502603,90
06085512020,06085503207,52
06085512020,06085500200,108
06085512020,06085506502,107
06085512020,06085503315,83
06085512020,06085500500,113
06085512020,06085512025,21
06085512020,06085502908,72
06085512020,06085503122,78
06085512020,06085512030,42
06085512020,06085511914,63
06085512020,06085502907,64
06085512020,06085502102,102
06085512020,06085502701,105
06085512020,06085504001,115
06085512020,06085512017,34
06085512020,06085503506,99
06085512020,06085506802,96
06085512020,06085506804,97
06085512020,06085503204,40
06085512020,06085502604,102
06085512020,06085503326,107
06085512020,06085512001,75
06085512020,06085503327,79
06085512020,06085512036,38
06085512020,06085503504,92
06085512020,06085501700,92
06085512020,06085502001,114
06085512020,06085502901,92
06085512020,06085500901,92
06085512020,06085502101,103
06085512020,06085512027,30
06085512020,06085511915,60
06085512020,06085512021,18
06085512020,06085502301,76
06085512020,06085506302,119
06085512020,06085506801,111
06085512020,06085500600,111
06085512020,06085502601,83
06085512020,06085512005,35
06085512020,06085502702,98
06085512020,06085503115,55
06085512020,06085512024,41
06085512020,06085511910,78
06085512020,06085503304,77
06085512020,06085512033,50
06085512020,06085500800,97
06085512020,06085504002,109
06085512020,06085512022,33
06085512020,06085502909,60
06085512020,06085512034,65
06085512020,06085501900,94
06085512020,06085502202,85
06085512020,06085512052,38
06085512020,06085503337,65
06085512020,06085503331,104
06085512020,06085503325,90
06085512020,06085503709,116
06085512020,06085506603,118
06085512020,06085501102,104
06085512020,06085511907,64
06085512020,06085502201,90
06085512020,06085506503,111
06085512020,06085502902,84
06085512020,06085512053,32
06085512020,06085502500,66
06085512020,06085503214,57
06085512020,06085511911,108
06085512020,06085503208,38
06085512020,06085502002,106
06085512020,06085500300,107
06085512020,06085502400,77
06085512020,06085503213,50
06085512020,06085502903,75
06085512020,06085501101,98
06085512020,06085512035,75
06085512020,06085501300,92
06085512020,06085502910,56
06085512020,06085503322,105
06085512020,06085502302,81
06085512020,06085506900,96
06085512020,06085512043,35
06085512020,06085511905,76
06085512020,06085503305,83
06085512020,06085503602,101
06085512020,06085501800,87
06085512020,06085506501,116
06085503110,06085512042,74
06085503110,06085503306,32
06085503110,06085503108,82
06085503110,06085503323,62
06085503110,06085503401,20
06085503110,06085512020,83
06085503110,06085503110,0
06085503110,06085512029,94
06085503110,06085503118,20
06085503110,06085503116,91
06085503110,06085504418,107
06085503110,06085503703,23
06085503110,06085503105,16
06085503110,06085503710,31
06085503110,06085503003,80
06085503110,06085503211,35
06085503110,06085500902,27
06085503110,06085506102,95
06085503110,06085501402,22
06085503110,06085512026,91
06085503110,06085512032,114
06085503110,06085500400,62
06085503110,06085503121,39
06085503110,06085502800,110
06085503110,06085506402,81
06085503110,06085506301,90
06085503110,06085512019,84
06085503110,06085506604,111
06085503110,06085503001,71
06085503110,06085512031,108
06085503110,06085506401,79
06085503110,06085501401,30
06085503110,06085503324,63
06085503110,06085503511,40
06085503110,06085504505,104
06085503110,06085512045,109
06085503110,06085512023,88
06085503110,06085503402,27
06085503110,06085504901,100
06085503110,06085503002,74
06085503110,06085503601,33
06085503110,06085504320,84
06085503110,06085512038,119
06085503110,06085505303,100
06085503110,06085503507,26
06085503110,06085506305,100
06085503110,06085506103,103
06085503110,06085512047,106
06085503110,06085503713,42
06085503110,06085504423,107
06085503110,06085505402,101
06085503110,06085504410,94
06085503110,06085503510,42
06085503110,06085511916,114
06085503110,06085503117,8
06085503110,06085512037,103
06085503110,06085503218,59
06085503110,06085503329,71
06085503110,06085506803,120
06085503110,06085500100,41
06085503110,06085503707,39
06085503110,06085503212,42
06085503110,06085503708,56
06085503110,06085503336,60
06085503110,06085503210,48
06085503110,06085501200,30
06085503110,06085502906,108
06085503110,06085501501,17
06085503110,06085501600,27
06085503110,06085503111,20
06085503110,06085503712,41
06085503110,06085506606,103
06085503110,06085501502,17
06085503110,06085507205,119
06085503110,06085503113,36
06085503110,06085503123,59
06085503110,06085504319,52
06085503110,06085506605,96
06085503110,06085505500,97
06085503110,06085506000,89
06085503110,06085512039,101
06085503110,06085503711,26
06085503110,06085503321,52
06085503110,06085503509,52
06085503110,06085503112,27
06085503110,06085503313,70
06085503110,06085503217,54
06085503110,06085503508,47
06085503110,06085503333,71
06085503110,06085504322,79
06085503110,06085501000,35
06085503110,06085502603,84
06085503110,06085503207,55
06085503110,06085505007,93
06085503110,06085500200,49
06085503110,06085504321,74
06085503110,06085505302,106
06085503110,06085506502,90
06085503110,06085503315,55
06085503110,06085503332,113
06085503110,06085500500,63
06085503110,06085512025,94
06085503110,06085504412,113
06085503110,06085506202,110
06085503110,06085502908,96
06085503110,06085504101,51
06085503110,06085506601,107
06085503110,06085503122,45
06085503110,06085512030,106
06085503110,06085506203,106
06085503110,06085505006,92
06085503110,06085506101,100
06085503110,06085502907,90
06085503110,06085502102,65
06085503110,06085505203,78
06085503110,06085502701,110
06085503110,06085505009,112
06085503110,06085504001,40
06085503110,06085512017,60
06085503110,06085503506,30
06085503110,06085505403,109
06085503110,06085503204,45
06085503110,06085504317,64
06085503110,06085502604,89
06085503110,06085505600,87
06085503110,06085503326,83
06085503110,06085512001,93
06085503110,06085503327,65
06085503110,06085512036,103
06085503110,06085503504,24
06085503110,06085501700,35
06085503110,06085502001,64
06085503110,06085502901,98
06085503110,06085500901,33
06085503110,06085502101,75
06085503110,06085512027,107
06085503110,06085503902,52
06085503110,06085504314,77
06085503110,06085511915,105
06085503110,06085512021,85
06085503110,06085505401,111
06085503110,06085502301,62
06085503110,06085506302,90
